N,k,inf_rate,model,max_inf,t_max
1000.0,3.0,0.5,47,3245,75
1000.0,3.0,0.5,48,2225,77
1000.0,3.0,0.5,49,3499,74
1000.0,3.0,0.5,50,3189,78
1000.0,3.0,0.5,51,2175,82
1000.0,3.0,0.5,52,2451,58
1000.0,3.0,0.5,53,2315,70
1000.0,3.0,0.5,54,2636,67
1000.0,3.0,0.5,55,2179,64
1000.0,3.0,0.5,56,2311,63
1000.0,3.0,0.5,57,2043,65
1000.0,3.0,0.5,58,3651,73
1000.0,3.0,0.5,59,2171,78
1000.0,3.0,0.5,60,2951,78
1000.0,3.0,0.5,61,3835,75
1000.0,3.0,0.5,62,2467,76
1000.0,3.0,0.5,63,3573,74
1000.0,3.0,0.5,64,3542,74
1000.0,3.0,0.5,65,3419,80
1000.0,3.0,0.5,66,1943,58
1000.0,3.0,0.5,67,3570,75
1000.0,3.0,0.5,68,2232,59
1000.0,3.0,0.5,69,2707,63
1000.0,3.0,0.5,70,2294,72
1000.0,3.0,0.5,71,2127,69
1000.0,3.0,0.5,72,3722,81
1000.0,3.0,0.5,73,2215,71
1000.0,3.0,0.5,74,2355,65
1000.0,3.0,0.5,75,3314,71
1000.0,3.0,0.5,76,3480,78
1000.0,3.0,0.5,77,3636,72
1000.0,3.0,0.5,78,2287,72
1000.0,3.0,0.5,79,2936,78
1000.0,3.0,0.5,80,2130,71
1000.0,3.0,0.5,81,3159,76
1000.0,3.0,0.5,82,2731,63
1000.0,3.0,0.5,83,1937,57
1000.0,3.0,0.5,84,3314,76
1000.0,3.0,0.5,85,2425,63
1000.0,3.0,0.5,86,3287,83
1000.0,3.0,0.5,87,2512,68
1000.0,3.0,0.5,88,2331,75
1000.0,3.0,0.5,89,2922,67
1000.0,3.0,0.5,90,2089,71
1000.0,3.0,0.5,91,2240,54
1000.0,3.0,0.5,92,2460,76
1000.0,3.0,0.5,93,1946,65
1000.0,3.0,0.5,94,3882,78
1000.0,3.0,0.5,95,2311,78
1000.0,3.0,0.5,96,3032,75
1000.0,3.0,0.5,97,1961,54
1000.0,3.0,0.5,98,2193,70
1000.0,3.0,0.5,99,2218,68
1000.0,3.0,0.6,0,2272,55
1000.0,3.0,0.6,1,3983,66
1000.0,3.0,0.6,2,3825,68
1000.0,3.0,0.6,3,2857,58
1000.0,3.0,0.6,4,2546,53
1000.0,3.0,0.6,5,3595,70
1000.0,3.0,0.6,6,2104,45
1000.0,3.0,0.6,7,4121,69
1000.0,3.0,0.6,8,2482,70
1000.0,3.0,0.6,9,3598,63
1000.0,3.0,0.6,10,3283,70
1000.0,3.0,0.6,11,2877,59
1000.0,3.0,0.6,12,3987,71
1000.0,3.0,0.6,13,2743,64
1000.0,3.0,0.6,14,2748,68
1000.0,3.0,0.6,15,3663,69
1000.0,3.0,0.6,16,3109,66
1000.0,3.0,0.6,17,2910,72
1000.0,3.0,0.6,18,3187,60
1000.0,3.0,0.6,19,2831,70
1000.0,3.0,0.6,20,2269,57
1000.0,3.0,0.6,21,3913,70
1000.0,3.0,0.6,22,2187,55
1000.0,3.0,0.6,23,2780,67
1000.0,3.0,0.6,24,3279,74
1000.0,3.0,0.6,25,2497,68
1000.0,3.0,0.6,26,3833,67
1000.0,3.0,0.6,27,4388,70
1000.0,3.0,0.6,28,3467,68
1000.0,3.0,0.6,29,2756,70
1000.0,3.0,0.6,30,2889,62
1000.0,3.0,0.6,31,4039,67
1000.0,3.0,0.6,32,2381,60
1000.0,3.0,0.6,33,2930,70
1000.0,3.0,0.6,34,4040,69
1000.0,3.0,0.6,35,4322,67
1000.0,3.0,0.6,36,2239,67
1000.0,3.0,0.6,37,3645,73
1000.0,3.0,0.6,38,3491,70
1000.0,3.0,0.6,39,2790,65
1000.0,3.0,0.6,40,4463,69
1000.0,3.0,0.6,41,4111,68
1000.0,3.0,0.6,42,3282,67
1000.0,3.0,0.6,43,2625,74
1000.0,3.0,0.6,44,2605,68
1000.0,3.0,0.6,45,2455,47
1000.0,3.0,0.6,46,2833,61
1000.0,3.0,0.6,47,3086,68
1000.0,3.0,0.6,48,2729,71
1000.0,3.0,0.6,49,3416,65
1000.0,3.0,0.6,50,4352,69
1000.0,3.0,0.6,51,3921,71
1000.0,3.0,0.6,52,3893,65
1000.0,3.0,0.6,53,2556,67
1000.0,3.0,0.6,54,2479,52
1000.0,3.0,0.6,55,2944,61
1000.0,3.0,0.6,56,4101,67
1000.0,3.0,0.6,57,3112,64
1000.0,3.0,0.6,58,2788,70
1000.0,3.0,0.6,59,3412,64
1000.0,3.0,0.6,60,2198,61
1000.0,3.0,0.6,61,3918,67
1000.0,3.0,0.6,62,2773,67
1000.0,3.0,0.6,63,3212,62
1000.0,3.0,0.6,64,4485,68
1000.0,3.0,0.6,65,3399,61
1000.0,3.0,0.6,66,2134,55
1000.0,3.0,0.6,67,2872,67
1000.0,3.0,0.6,68,2117,54
1000.0,3.0,0.6,69,3618,71
1000.0,3.0,0.6,70,3766,70
1000.0,3.0,0.6,71,2927,57
1000.0,3.0,0.6,72,2325,67
1000.0,3.0,0.6,73,3124,70
1000.0,3.0,0.6,74,3166,70
1000.0,3.0,0.6,75,2389,71
1000.0,3.0,0.6,76,3103,64
1000.0,3.0,0.6,77,3355,58
1000.0,3.0,0.6,78,2274,63
1000.0,3.0,0.6,79,4291,68
1000.0,3.0,0.6,80,3009,69
1000.0,3.0,0.6,81,2467,72
1000.0,3.0,0.6,82,2442,59
1000.0,3.0,0.6,83,2365,66
1000.0,3.0,0.6,84,2222,66
1000.0,3.0,0.6,85,2342,68
1000.0,3.0,0.6,86,2603,56
1000.0,3.0,0.6,87,2195,60
1000.0,3.0,0.6,88,2396,66
1000.0,3.0,0.6,89,3601,67
1000.0,3.0,0.6,90,4148,68
1000.0,3.0,0.6,91,3464,59
1000.0,3.0,0.6,92,4073,68
1000.0,3.0,0.6,93,3040,70
1000.0,3.0,0.6,94,3221,59
1000.0,3.0,0.6,95,3126,60
1000.0,3.0,0.6,96,4446,70
1000.0,3.0,0.6,97,4142,71
1000.0,3.0,0.6,98,2483,59
1000.0,3.0,0.6,99,3493,66
1000.0,3.0,0.7,0,2534,49
1000.0,3.0,0.7,1,3236,64
1000.0,3.0,0.7,2,3842,64
1000.0,3.0,0.7,3,2661,51
1000.0,3.0,0.7,4,3715,65
1000.0,3.0,0.7,5,2940,51
1000.0,3.0,0.7,6,3866,59
1000.0,3.0,0.7,7,4156,64
1000.0,3.0,0.7,8,3251,63
1000.0,3.0,0.7,9,4470,61
1000.0,3.0,0.7,10,4238,61
1000.0,3.0,0.7,11,2571,48
1000.0,3.0,0.7,12,2373,45
1000.0,3.0,0.7,13,3419,66
1000.0,3.0,0.7,14,4307,63
1000.0,3.0,0.7,15,2771,58
1000.0,3.0,0.7,16,4618,61
1000.0,3.0,0.7,17,3567,63
1000.0,3.0,0.7,18,2976,59
1000.0,3.0,0.7,19,3543,63
1000.0,3.0,0.7,20,2557,51
1000.0,3.0,0.7,21,2290,48
1000.0,3.0,0.7,22,4361,64
1000.0,3.0,0.7,23,3696,59
1000.0,3.0,0.7,24,3206,60
1000.0,3.0,0.7,25,2408,51
1000.0,3.0,0.7,26,2871,49
1000.0,3.0,0.7,27,4504,62
1000.0,3.0,0.7,28,4414,62
1000.0,3.0,0.7,29,2636,54
1000.0,3.0,0.7,30,2807,66
1000.0,3.0,0.7,31,2906,64
1000.0,3.0,0.7,32,4135,60
1000.0,3.0,0.7,33,2937,65
1000.0,3.0,0.7,34,3400,50
1000.0,3.0,0.7,35,4137,63
1000.0,3.0,0.7,36,4236,60
1000.0,3.0,0.7,37,3606,55
1000.0,3.0,0.7,38,3498,62
1000.0,3.0,0.7,39,3509,64
1000.0,3.0,0.7,40,3857,59
1000.0,3.0,0.7,41,2598,44
1000.0,3.0,0.7,42,3337,57
1000.0,3.0,0.7,43,4498,62
1000.0,3.0,0.7,44,2604,48
1000.0,3.0,0.7,45,3554,61
1000.0,3.0,0.7,46,2907,62
1000.0,3.0,0.7,47,2995,51
1000.0,3.0,0.7,48,4094,64
1000.0,3.0,0.7,49,3709,64
1000.0,3.0,0.7,50,2430,54
1000.0,3.0,0.7,51,2736,65
1000.0,3.0,0.7,52,2638,76
1000.0,3.0,0.7,53,2777,47
1000.0,3.0,0.7,54,2911,54
1000.0,3.0,0.7,55,4090,62
1000.0,3.0,0.7,56,2408,45
1000.0,3.0,0.7,57,3138,57
1000.0,3.0,0.7,58,3142,58
1000.0,3.0,0.7,59,4143,63
1000.0,3.0,0.7,60,3962,58
1000.0,3.0,0.7,61,2634,57
1000.0,3.0,0.7,62,4605,63
1000.0,3.0,0.7,63,3257,60
1000.0,3.0,0.7,64,3580,65
1000.0,3.0,0.7,65,2386,60
1000.0,3.0,0.7,66,2440,50
1000.0,3.0,0.7,67,3854,63
1000.0,3.0,0.7,68,4016,62
1000.0,3.0,0.7,69,3487,66
1000.0,3.0,0.7,70,4041,58
1000.0,3.0,0.7,71,2919,64
1000.0,3.0,0.7,72,3644,57
1000.0,3.0,0.7,73,4517,63
1000.0,3.0,0.7,74,4395,61
1000.0,3.0,0.7,75,4057,61
1000.0,3.0,0.7,76,3461,62
1000.0,3.0,0.7,77,4689,62
1000.0,3.0,0.7,78,2451,46
1000.0,3.0,0.7,79,4432,63
1000.0,3.0,0.7,80,2626,51
1000.0,3.0,0.7,81,3553,60
1000.0,3.0,0.7,82,3116,64
1000.0,3.0,0.7,83,4676,62
1000.0,3.0,0.7,84,3260,55
1000.0,3.0,0.7,85,4371,61
1000.0,3.0,0.7,86,2327,44
1000.0,3.0,0.7,87,3272,64
1000.0,3.0,0.7,88,2768,66
1000.0,3.0,0.7,89,4222,62
1000.0,3.0,0.7,90,2497,47
1000.0,3.0,0.7,91,3089,49
1000.0,3.0,0.7,92,2426,53
1000.0,3.0,0.7,93,4209,62
1000.0,3.0,0.7,94,2730,46
1000.0,3.0,0.7,95,3101,60
1000.0,3.0,0.7,96,2540,55
1000.0,3.0,0.7,97,2329,45
1000.0,3.0,0.7,98,4695,63
1000.0,3.0,0.7,99,2710,58
1000.0,3.0,0.8,0,5000,58
1000.0,3.0,0.8,1,3987,54
1000.0,3.0,0.8,2,4080,58
1000.0,3.0,0.8,3,3062,53
1000.0,3.0,0.8,4,5087,58
1000.0,3.0,0.8,5,4680,58
1000.0,3.0,0.8,6,4304,57
1000.0,3.0,0.8,7,2556,44
1000.0,3.0,0.8,8,2586,62
1000.0,3.0,0.8,9,4302,57
1000.0,3.0,0.8,10,4840,59
1000.0,3.0,0.8,11,2656,54
1000.0,3.0,0.8,12,3126,61
1000.0,3.0,0.8,13,2678,47
1000.0,3.0,0.8,14,4123,57
1000.0,3.0,0.8,15,4455,59
1000.0,3.0,0.8,16,2766,44
1000.0,3.0,0.8,17,3222,60
1000.0,3.0,0.8,18,4256,57
1000.0,3.0,0.8,19,3355,49
1000.0,3.0,0.8,20,2741,60
1000.0,3.0,0.8,21,2523,46
1000.0,3.0,0.8,22,3919,59
1000.0,3.0,0.8,23,2678,64
1000.0,3.0,0.8,24,2697,61
1000.0,3.0,0.8,25,3573,51
1000.0,3.0,0.8,26,2524,42
1000.0,3.0,0.8,27,3895,59
1000.0,3.0,0.8,28,2751,69
1000.0,3.0,0.8,29,3246,48
1000.0,3.0,0.8,30,2752,59
1000.0,3.0,0.8,31,2580,58
1000.0,3.0,0.8,32,4231,59
1000.0,3.0,0.8,33,3464,50
1000.0,3.0,0.8,34,4322,59
1000.0,3.0,0.8,35,3361,50
1000.0,3.0,0.8,36,2914,47
1000.0,3.0,0.8,37,2706,67
1000.0,3.0,0.8,38,4567,58
1000.0,3.0,0.8,39,4151,59
1000.0,3.0,0.8,40,2454,51
1000.0,3.0,0.8,41,3155,60
1000.0,3.0,0.8,42,3919,54
1000.0,3.0,0.8,43,3815,59
1000.0,3.0,0.8,44,3195,49
1000.0,3.0,0.8,45,3103,61
1000.0,3.0,0.8,46,4713,59
1000.0,3.0,0.8,47,3720,58
1000.0,3.0,0.8,48,4628,57
1000.0,3.0,0.8,49,3940,57
1000.0,3.0,0.8,50,2635,54
1000.0,3.0,0.8,51,2955,50
1000.0,3.0,0.8,52,3690,54
1000.0,3.0,0.8,53,4144,59
1000.0,3.0,0.8,54,3769,52
1000.0,3.0,0.8,55,3715,54
1000.0,3.0,0.8,56,2906,63
1000.0,3.0,0.8,57,2747,47
1000.0,3.0,0.8,58,2545,43
1000.0,3.0,0.8,59,3839,54
1000.0,3.0,0.8,60,4216,59
1000.0,3.0,0.8,61,4591,58
1000.0,3.0,0.8,62,4240,60
1000.0,3.0,0.8,63,3758,57
1000.0,3.0,0.8,64,2580,55
1000.0,3.0,0.8,65,3123,62
1000.0,3.0,0.8,66,4328,57
1000.0,3.0,0.8,67,3406,55
1000.0,3.0,0.8,68,4094,59
1000.0,3.0,0.8,69,3647,59
1000.0,3.0,0.8,70,4738,59
1000.0,3.0,0.8,71,3242,60
1000.0,3.0,0.8,72,4519,57
1000.0,3.0,0.8,73,4723,59
1000.0,3.0,0.8,74,2935,64
1000.0,3.0,0.8,75,2897,64
1000.0,3.0,0.8,76,2832,55
1000.0,3.0,0.8,77,3822,59
1000.0,3.0,0.8,78,3572,61
1000.0,3.0,0.8,79,4250,59
1000.0,3.0,0.8,80,4678,57
1000.0,3.0,0.8,81,2730,67
1000.0,3.0,0.8,82,4770,60
1000.0,3.0,0.8,83,3122,47
1000.0,3.0,0.8,84,2819,63
1000.0,3.0,0.8,85,2995,64
1000.0,3.0,0.8,86,4058,57
1000.0,3.0,0.8,87,3153,57
1000.0,3.0,0.8,88,2515,43
1000.0,3.0,0.8,89,4757,57
1000.0,3.0,0.8,90,2948,46
1000.0,3.0,0.8,91,3599,59
1000.0,3.0,0.8,92,2832,50
1000.0,3.0,0.8,93,2459,41
1000.0,3.0,0.8,94,2887,60
1000.0,3.0,0.8,95,3497,57
1000.0,3.0,0.8,96,3066,60
1000.0,3.0,0.8,97,3177,58
1000.0,3.0,0.8,98,4719,58
1000.0,3.0,0.8,99,3159,60
1000.0,3.0,0.9,0,3980,57
1000.0,3.0,0.9,1,3510,47
1000.0,3.0,0.9,2,2905,56
1000.0,3.0,0.9,3,3991,56
1000.0,3.0,0.9,4,4924,55
1000.0,3.0,0.9,5,3807,57
1000.0,3.0,0.9,6,2927,42
1000.0,3.0,0.9,7,3740,55
1000.0,3.0,0.9,8,4818,54
1000.0,3.0,0.9,9,3442,51
1000.0,3.0,0.9,10,4037,52
1000.0,3.0,0.9,11,2714,57
1000.0,3.0,0.9,12,4920,55
1000.0,3.0,0.9,13,4182,56
1000.0,3.0,0.9,14,3868,56
1000.0,3.0,0.9,15,4614,55
1000.0,3.0,0.9,16,2912,46
1000.0,3.0,0.9,17,2681,52
1000.0,3.0,0.9,18,4180,55
1000.0,3.0,0.9,19,3990,55
1000.0,3.0,0.9,20,3141,52
1000.0,3.0,0.9,21,3341,52
1000.0,3.0,0.9,22,2675,48
1000.0,3.0,0.9,23,4759,56
1000.0,3.0,0.9,24,2603,51
1000.0,3.0,0.9,25,2736,43
1000.0,3.0,0.9,26,4297,58
1000.0,3.0,0.9,27,4430,54
1000.0,3.0,0.9,28,2880,56
1000.0,3.0,0.9,29,3002,48
1000.0,3.0,0.9,30,3621,53
1000.0,3.0,0.9,31,2787,50
1000.0,3.0,0.9,32,2855,55
1000.0,3.0,0.9,33,4057,54
1000.0,3.0,0.9,34,4067,55
1000.0,3.0,0.9,35,2664,58
1000.0,3.0,0.9,36,4101,57
1000.0,3.0,0.9,37,2988,57
1000.0,3.0,0.9,38,3118,55
1000.0,3.0,0.9,39,4904,56
1000.0,3.0,0.9,40,4079,52
1000.0,3.0,0.9,41,2890,53
1000.0,3.0,0.9,42,3994,54
1000.0,3.0,0.9,43,3224,59
1000.0,3.0,0.9,44,3652,57
1000.0,3.0,0.9,45,4800,55
1000.0,3.0,0.9,46,4358,56
1000.0,3.0,0.9,47,3201,60
1000.0,3.0,0.9,48,4615,56
1000.0,3.0,0.9,49,2728,41
1000.0,3.0,0.9,50,3064,58
1000.0,3.0,0.9,51,3404,47
1000.0,3.0,0.9,52,2899,61
1000.0,3.0,0.9,53,3323,52
1000.0,3.0,0.9,54,2671,58
1000.0,3.0,0.9,55,2526,43
1000.0,3.0,0.9,56,3762,55
1000.0,3.0,0.9,57,4400,57
1000.0,3.0,0.9,58,2866,47
1000.0,3.0,0.9,59,3248,49
1000.0,3.0,0.9,60,3673,57
1000.0,3.0,0.9,61,4423,56
1000.0,3.0,0.9,62,3054,49
1000.0,3.0,0.9,63,2898,51
1000.0,3.0,0.9,64,5121,55
1000.0,3.0,0.9,65,4540,54
1000.0,3.0,0.9,66,2571,45
1000.0,3.0,0.9,67,2800,57
1000.0,3.0,0.9,68,4823,56
1000.0,3.0,0.9,69,4169,56
1000.0,3.0,0.9,70,2579,42
1000.0,3.0,0.9,71,3310,57
1000.0,3.0,0.9,72,4413,56
1000.0,3.0,0.9,73,2585,47
1000.0,3.0,0.9,74,4218,52
1000.0,3.0,0.9,75,3352,45
1000.0,3.0,0.9,76,3854,54
1000.0,3.0,0.9,77,4219,59
1000.0,3.0,0.9,78,2703,43
1000.0,3.0,0.9,79,4223,53
1000.0,3.0,0.9,80,3928,55
1000.0,3.0,0.9,81,3241,61
1000.0,3.0,0.9,82,4002,53
1000.0,3.0,0.9,83,3510,56
1000.0,3.0,0.9,84,2779,51
1000.0,3.0,0.9,85,4097,57
1000.0,3.0,0.9,86,2919,44
1000.0,3.0,0.9,87,3761,51
1000.0,3.0,0.9,88,3652,49
1000.0,3.0,0.9,89,4683,57
1000.0,3.0,0.9,90,4476,55
1000.0,3.0,0.9,91,4228,58
1000.0,3.0,0.9,92,4819,55
1000.0,3.0,0.9,93,2973,45
1000.0,3.0,0.9,94,3509,55
1000.0,3.0,0.9,95,3660,47
1000.0,3.0,0.9,96,3826,52
1000.0,3.0,0.9,97,2795,58
1000.0,3.0,0.9,98,4374,53
1000.0,3.0,0.9,99,3145,44
1000.0,3.0,1.0,0,2619,41
1000.0,3.0,1.0,1,5046,55
1000.0,3.0,1.0,2,3702,46
1000.0,3.0,1.0,3,4839,52
1000.0,3.0,1.0,4,4836,53
1000.0,3.0,1.0,5,2995,65
1000.0,3.0,1.0,6,4751,54
1000.0,3.0,1.0,7,3037,47
1000.0,3.0,1.0,8,2972,50
1000.0,3.0,1.0,9,4429,55
1000.0,3.0,1.0,10,3852,55
1000.0,3.0,1.0,11,2553,46
1000.0,3.0,1.0,12,3665,50
1000.0,3.0,1.0,13,4288,55
1000.0,3.0,1.0,14,3545,49
1000.0,3.0,1.0,15,2658,42
1000.0,3.0,1.0,16,3916,50
1000.0,3.0,1.0,17,2559,49
1000.0,3.0,1.0,18,4667,54
1000.0,3.0,1.0,19,5043,55
1000.0,3.0,1.0,20,3700,54
1000.0,3.0,1.0,21,3177,57
1000.0,3.0,1.0,22,2640,46
1000.0,3.0,1.0,23,3776,49
1000.0,3.0,1.0,24,3215,58
1000.0,3.0,1.0,25,3812,56
1000.0,3.0,1.0,26,3348,57
1000.0,3.0,1.0,27,2844,62
1000.0,3.0,1.0,28,2883,43
1000.0,3.0,1.0,29,2988,62
1000.0,3.0,1.0,30,3290,45
1000.0,3.0,1.0,31,4737,53
1000.0,3.0,1.0,32,3022,62
1000.0,3.0,1.0,33,3871,49
1000.0,3.0,1.0,34,3143,45
1000.0,3.0,1.0,35,4396,55
1000.0,3.0,1.0,36,3006,63
1000.0,3.0,1.0,37,3771,58
1000.0,3.0,1.0,38,3159,54
1000.0,3.0,1.0,39,2700,42
1000.0,3.0,1.0,40,3527,57
1000.0,3.0,1.0,41,3808,56
1000.0,3.0,1.0,42,3061,59
1000.0,3.0,1.0,43,3481,57
1000.0,3.0,1.0,44,3959,57
1000.0,3.0,1.0,45,4829,55
1000.0,3.0,1.0,46,4780,54
1000.0,3.0,1.0,47,4676,54
1000.0,3.0,1.0,48,2847,43
1000.0,3.0,1.0,49,4330,55
1000.0,3.0,1.0,50,4785,52
1000.0,3.0,1.0,51,2836,53
1000.0,3.0,1.0,52,4185,53
1000.0,3.0,1.0,53,4769,55
1000.0,3.0,1.0,54,3517,52
1000.0,3.0,1.0,55,3968,50
1000.0,3.0,1.0,56,2822,50
1000.0,3.0,1.0,57,3866,49
1000.0,3.0,1.0,58,2899,66
1000.0,3.0,1.0,59,5006,54
1000.0,3.0,1.0,60,4136,56
1000.0,3.0,1.0,61,3223,47
1000.0,3.0,1.0,62,2936,55
1000.0,3.0,1.0,63,4247,51
1000.0,3.0,1.0,64,4731,52
1000.0,3.0,1.0,65,2866,58
1000.0,3.0,1.0,66,2915,52
1000.0,3.0,1.0,67,2638,48
1000.0,3.0,1.0,68,3307,57
1000.0,3.0,1.0,69,3002,51
1000.0,3.0,1.0,70,4154,55
1000.0,3.0,1.0,71,5102,55
1000.0,3.0,1.0,72,3439,57
1000.0,3.0,1.0,73,3063,60
1000.0,3.0,1.0,74,3301,44
1000.0,3.0,1.0,75,5057,55
1000.0,3.0,1.0,76,3742,57
1000.0,3.0,1.0,77,2868,60
1000.0,3.0,1.0,78,4477,52
1000.0,3.0,1.0,79,2840,66
1000.0,3.0,1.0,80,2943,48
1000.0,3.0,1.0,81,2725,39
1000.0,3.0,1.0,82,2986,58
1000.0,3.0,1.0,83,4846,55
1000.0,3.0,1.0,84,3023,61
1000.0,3.0,1.0,85,3001,59
1000.0,3.0,1.0,86,3319,45
1000.0,3.0,1.0,87,2755,48
1000.0,3.0,1.0,88,2659,44
1000.0,3.0,1.0,89,4588,55
1000.0,3.0,1.0,90,5082,55
1000.0,3.0,1.0,91,4837,55
1000.0,3.0,1.0,92,4760,52
1000.0,3.0,1.0,93,3878,56
1000.0,3.0,1.0,94,3101,45
1000.0,3.0,1.0,95,4541,55
1000.0,3.0,1.0,96,3547,54
1000.0,3.0,1.0,97,5036,55
1000.0,3.0,1.0,98,3520,60
1000.0,3.0,1.0,99,2864,44
1000.0,4.0,0.1,0,1045,189
1000.0,4.0,0.1,1,793,238
1000.0,4.0,0.1,2,1016,215
1000.0,4.0,0.1,3,839,243
1000.0,4.0,0.1,4,1190,187
1000.0,4.0,0.1,5,1178,173
1000.0,4.0,0.1,6,619,337
1000.0,4.0,0.1,7,998,150
1000.0,4.0,0.1,8,1084,158
1000.0,4.0,0.1,9,919,176
1000.0,4.0,0.1,10,898,261
1000.0,4.0,0.1,11,870,166
1000.0,4.0,0.1,12,892,155
1000.0,4.0,0.1,13,956,201
1000.0,4.0,0.1,14,600,139
1000.0,4.0,0.1,15,1098,223
1000.0,4.0,0.1,16,885,188
1000.0,4.0,0.1,17,1137,221
1000.0,4.0,0.1,18,969,128
1000.0,4.0,0.1,19,972,237
1000.0,4.0,0.1,20,676,185
1000.0,4.0,0.1,21,1024,130
1000.0,4.0,0.1,22,894,146
1000.0,4.0,0.1,23,913,211
1000.0,4.0,0.1,24,1065,206
1000.0,4.0,0.1,25,772,265
1000.0,4.0,0.1,26,1083,156
1000.0,4.0,0.1,27,774,187
1000.0,4.0,0.1,28,1033,159
1000.0,4.0,0.1,29,797,195
1000.0,4.0,0.1,30,1056,224
1000.0,4.0,0.1,31,1076,160
1000.0,4.0,0.1,32,953,213
1000.0,4.0,0.1,33,906,299
1000.0,4.0,0.1,34,628,314
1000.0,4.0,0.1,35,706,288
1000.0,4.0,0.1,36,973,180
1000.0,4.0,0.1,37,1100,153
1000.0,4.0,0.1,38,981,164
1000.0,4.0,0.1,39,857,144
1000.0,4.0,0.1,40,681,187
1000.0,4.0,0.1,41,892,146
1000.0,4.0,0.1,42,713,221
1000.0,4.0,0.1,43,998,187
1000.0,4.0,0.1,44,1194,223
1000.0,4.0,0.1,45,884,216
1000.0,4.0,0.1,46,635,308
1000.0,4.0,0.1,47,1098,126
1000.0,4.0,0.1,48,584,318
1000.0,4.0,0.1,49,729,196
1000.0,4.0,0.1,50,804,162
1000.0,4.0,0.1,51,1186,131
1000.0,4.0,0.1,52,1069,147
1000.0,4.0,0.1,53,932,147
1000.0,4.0,0.1,54,921,183
1000.0,4.0,0.1,55,957,190
1000.0,4.0,0.1,56,642,195
1000.0,4.0,0.1,57,1148,254
1000.0,4.0,0.1,58,876,150
1000.0,4.0,0.1,59,594,230
1000.0,4.0,0.1,60,1251,167
1000.0,4.0,0.1,61,748,118
1000.0,4.0,0.1,62,512,238
1000.0,4.0,0.1,63,1094,136
1000.0,4.0,0.1,64,959,238
1000.0,4.0,0.1,65,919,131
1000.0,4.0,0.1,66,652,275
1000.0,4.0,0.1,67,558,193
1000.0,4.0,0.1,68,1076,159
1000.0,4.0,0.1,69,892,235
1000.0,4.0,0.1,70,996,222
1000.0,4.0,0.1,71,630,191
1000.0,4.0,0.1,72,949,126
1000.0,4.0,0.1,73,648,140
1000.0,4.0,0.1,74,756,158
1000.0,4.0,0.1,75,909,200
1000.0,4.0,0.1,76,1148,175
1000.0,4.0,0.1,77,979,128
1000.0,4.0,0.1,78,972,208
1000.0,4.0,0.1,79,669,328
1000.0,4.0,0.1,80,1002,193
1000.0,4.0,0.1,81,618,305
1000.0,4.0,0.1,82,640,220
1000.0,4.0,0.1,83,1007,196
1000.0,4.0,0.1,84,1081,148
1000.0,4.0,0.1,85,996,193
1000.0,4.0,0.1,86,837,152
1000.0,4.0,0.1,87,574,120
1000.0,4.0,0.1,88,807,162
1000.0,4.0,0.1,89,580,242
1000.0,4.0,0.1,90,855,168
1000.0,4.0,0.1,91,923,190
1000.0,4.0,0.1,92,992,147
1000.0,4.0,0.1,93,827,228
1000.0,4.0,0.1,94,1002,247
1000.0,4.0,0.1,95,1122,162
1000.0,4.0,0.1,96,796,168
1000.0,4.0,0.1,97,939,156
1000.0,4.0,0.1,98,687,321
1000.0,4.0,0.1,99,750,115
1000.0,4.0,0.2,0,1875,88
1000.0,4.0,0.2,1,1003,180
1000.0,4.0,0.2,2,1424,78
1000.0,4.0,0.2,3,1533,80
1000.0,4.0,0.2,4,1953,90
1000.0,4.0,0.2,5,1872,124
1000.0,4.0,0.2,6,1700,115
1000.0,4.0,0.2,7,1691,111
1000.0,4.0,0.2,8,1057,193
1000.0,4.0,0.2,9,1827,98
1000.0,4.0,0.2,10,1771,131
1000.0,4.0,0.2,11,1202,162
1000.0,4.0,0.2,12,1959,83
1000.0,4.0,0.2,13,1033,173
1000.0,4.0,0.2,14,1199,214
1000.0,4.0,0.2,15,1650,105
1000.0,4.0,0.2,16,1156,70
1000.0,4.0,0.2,17,1384,148
1000.0,4.0,0.2,18,1098,121
1000.0,4.0,0.2,19,2039,91
1000.0,4.0,0.2,20,1489,85
1000.0,4.0,0.2,21,1970,96
1000.0,4.0,0.2,22,1149,197
1000.0,4.0,0.2,23,1794,106
1000.0,4.0,0.2,24,1149,179
1000.0,4.0,0.2,25,1783,104
1000.0,4.0,0.2,26,1723,131
1000.0,4.0,0.2,27,1132,86
1000.0,4.0,0.2,28,1819,108
1000.0,4.0,0.2,29,1733,96
1000.0,4.0,0.2,30,1717,87
1000.0,4.0,0.2,31,1708,114
1000.0,4.0,0.2,32,1207,104
1000.0,4.0,0.2,33,1791,121
1000.0,4.0,0.2,34,1855,82
1000.0,4.0,0.2,35,1673,129
1000.0,4.0,0.2,36,1689,127
1000.0,4.0,0.2,37,1984,85
1000.0,4.0,0.2,38,1643,144
1000.0,4.0,0.2,39,1507,126
1000.0,4.0,0.2,40,1126,112
1000.0,4.0,0.2,41,1397,68
1000.0,4.0,0.2,42,1609,117
1000.0,4.0,0.2,43,1287,151
1000.0,4.0,0.2,44,1562,86
1000.0,4.0,0.2,45,1124,151
1000.0,4.0,0.2,46,1227,127
1000.0,4.0,0.2,47,1963,115
1000.0,4.0,0.2,48,1198,172
